Time,20210309_SKNAS_PER2_1,20210309_SKNAS_PER2_2,20210309_SKNAS_PER2_3,20220614_GIMEN_PER2_1,20220614_GIMEN_PER2_2,20220614_GIMEN_PER2_3,20230815_CLBGA_PER2_1,20230815_CLBGA_PER2_2,20230815_CLBGA_PER2_3,20230815_IMR5_PER2_1,20230815_IMR5_PER2_2,20230815_IMR5_PER2_3,20230815_NGP_PER2_1,20230815_NGP_PER2_2,20230815_NGP_PER2_3,20230815_SKNSH_PER2_1,20230808_CLBGA_PER2_1,20230808_CLBGA_PER2_2,20230808_CLBGA_PER2_3,20230808_NGP_PER2_1,20230808_NGP_PER2_2,20230808_NGP_PER2_3,20230808_SKNAS_PER2_1,20230808_SKNAS_PER2_2,20230808_SKNSH_PER2_1,20230808_SKNSH_PER2_2,20230808_SKNSH_PER2_3,20220705_GIMEN_PER2_1,20220705_GIMEN_PER2_2,20220705_GIMEN_PER2_3,20220705_Kelly_PER2_1,20220705_Kelly_PER2_2,20220705_Kelly_PER2_3,20220705_SY5Y_PER2_1,20220705_SY5Y_PER2_2,20220628_Kelly_PER2_1,20220628_Kelly_PER2_2,20220628_Kelly_PER2_3,20210601_SY5Y_PER2_1,20210601_SY5Y_PER2_2,20210601_SY5Y_PER2_3,20210309_IMR5_PER2_1,20210309_IMR5_PER2_2,20210309_IMR5_PER2_3,20250617_SKNBE2_PER2_1,20250617_SKNBE2_PER2_2,20250617_SKNBE2_PER2_3
9.33333,67.0971,26.6452,67.1301,286.274,296.616,227.129,535.805,446.757,433.725,186.592,159.907,244.509,21846.7,13791.6,11728.2,1263.11,524.79,322.188,358.22,4595.23,2418.52,3301.93,296.824,455.094,3411.04,3032.45,4139.09,853.311,1001.6,922.255,27.3577,53.602,32.145,814.089,1136.68,15.1681,52.7091,19.3648,40.2604,17.7443,55.3741,121.072,219.628,156.689,4137.37,3705.52,3448.11
9.5,65.6668,27.6853,66.0218,282.104,299.884,221.502,535.492,452.143,439.026,192.391,162.62,240.108,22012.6,13885.1,11788.3,1253.91,530.701,320.755,359.321,4636.95,2418.67,3330.58,292.356,459.565,3373.26,3003.57,4103.09,843.621,990.546,908.689,25.558,54.3575,32.0521,812.867,1135.62,15.4947,50.5294,19.5685,40.1269,16.0926,55.2671,115.739,216.583,158.125,4357.99,3729.33,3490.06
9.66667,66.6302,27.0761,67.3724,278.136,289.814,217.388,533.585,448.854,438.982,190.189,161.756,245.266,22034.5,13938.7,11859.6,1235.66,534.722,324.671,362.968,4654.58,2452.33,3346.44,294.581,456.17,3342.1,2962.46,4071.94,832.541,971.132,897.987,26.3677,53.8368,31.4068,803.632,1131.43,15.7087,51.8231,19.7149,40.2142,18.0935,55.373,118.388,215.541,155.149,4180.39,3756.18,3525.66
9.83333,67.8237,26.5089,66.025,274.939,294.399,217.959,527.514,443.941,443.043,194.087,163.706,248.687,22128.7,14021,11956.2,1212.24,536.933,331.157,365.176,4641.1,2476.47,3375.28,292.255,453.981,3308.94,2930.63,4018.3,826.61,960.131,883.031,26.7411,55.4421,31.919,810.182,1124.28,16.3339,49.9495,20.6193,42.3344,17.0122,54.019,116.86,216.154,153.664,4241.32,3803.33,3554.39
10,69.6776,27.9289,64.5473,270.364,290.331,216.536,525.659,451.774,436.966,193.282,162.88,246.84,22208.4,14084.6,12057.6,1192.43,542.415,328.073,365.385,4669.66,2482.59,3395.91,288.462,456.223,3267.81,2882.56,3977.45,816.848,947.293,870.266,26.2198,54.4412,31.988,805.895,1117.95,15.5703,50.4905,19.9599,41.5917,17.1092,52.9105,116.987,217.89,153.658,4310.11,3829.86,3575.73
10.1667,68.5374,26.5311,66.2709,264.024,281.717,212.081,528.367,445.662,436.676,192.516,164.833,247.044,22332,14157.5,12086.2,1182.86,549.055,327.59,368.815,4697.22,2519.62,3432.9,290.28,456.015,3222.75,2845.23,3909.69,808.053,944.72,861.665,27.1488,56.4769,31.3879,801.156,1102.89,15.4179,51.6265,20.2638,40.4027,16.1386,54.5331,116.057,215.284,156.571,4362.25,3866.76,3611.47
10.3333,68.8165,27.6613,65.5178,261.932,287.897,212.014,523.807,452.543,440.821,198.035,164.375,246.906,22408.2,14269.3,12208.9,1161.38,551.756,329.289,369.334,4712.13,2540.63,3437.68,291.221,450.562,3186.04,2808.47,3864.28,791.944,921.584,849.613,26.0717,53.6757,31.4101,795.537,1103.2,16.3573,50.7755,20.0622,41.2448,16.6607,56.1346,119.098,213.884,157.549,4529.29,3901.35,3653.98
10.5,69.2666,27.5116,66.8975,261.812,278.722,208.738,522.508,451.339,438.397,198.938,166.348,247.624,22497.4,14308,12284,1131.4,563.352,331.446,372.797,4732.42,2553.06,3475.65,286.481,447.257,3145.39,2756.05,3812.35,779.943,901.575,831.526,26.4725,54.4807,32.3022,793.516,1094.44,15.4981,50.8883,20.9444,40.7507,16.1411,56.1539,117.205,216.493,158.503,4420.97,3916.41,3673.48
10.6667,68.0271,28.8464,66.5638,255.603,279.517,206.314,522.12,454.177,440.688,194.311,165.514,253.657,22580.2,14470.8,12342.1,1110.77,563.303,338.693,381.724,4756.82,2571.2,3514.52,288.525,449.32,3083.73,2720.57,3767.19,764.915,891.245,816.975,25.1982,53.8919,32.4155,788.934,1085.67,14.4811,50.7032,20.5476,41.0081,17.2049,55.3341,117.229,215.056,156.567,4473.89,3957.43,3707.36
10.8333,69.6077,27.6664,68.1235,249.895,274.313,203.388,522.895,455.78,445.476,199.759,167.182,252.511,22602.9,14573.2,12474.1,1092.57,573.778,340.165,377.833,4800.61,2595.56,3547.73,291.94,440.75,3036.85,2673.7,3697.18,747.416,872.015,805.491,25.9632,55.7283,30.5865,783.711,1087.45,16.189,52.6833,20.6027,40.6529,16.2752,55.86,113.323,214.068,155.718,4542.9,3982.65,3747.74
11,70.341,28.5636,66.8339,248.198,272.633,197.95,525.137,456.201,445.504,200.898,168.589,253.172,22712.6,14616.5,12596.9,1065.33,580.88,342.838,386.031,4836.57,2640.18,3570.94,297.309,447.363,2984.26,2624.22,3655.08,737.78,856.71,793.182,26.2482,55.0843,32.1911,780.966,1070.38,16.3022,52.4099,19.7457,40.7619,17.0589,55.803,114.846,221.342,156.741,4593.65,4024.8,3773.97
11.1667,70.005,28.0192,68.1402,246.416,270.095,197.606,519.537,453.194,448.378,194.255,169.151,253.094,22829.1,14723.3,12592.5,1040.53,582.885,349.832,393.503,4851.42,2634.4,3602.81,301.395,447.274,2925,2579.04,3590.32,727.261,840.02,774.56,26.9155,54.3117,30.9165,776.975,1062.32,15.5793,51.0873,20.7946,40.6631,16.3101,55.5235,115.162,218.581,156.121,4541.84,4052.93,3804.75
11.3333,69.4316,28.7954,68.1481,240.496,266.966,194.09,520.343,449.277,451.507,201.256,173.39,252.43,22883.7,14824,12720.9,1012.83,592.398,354.655,394.046,4885.88,2668.59,3644.85,299.504,442.125,2872.48,2527.11,3543.09,711.447,828.614,762.328,26.059,53.6609,31.3225,770.557,1069.84,14.9896,50.8526,20.3444,41.6066,17.7965,58.6627,115.455,219.901,155.238,4577.68,4063.48,3815.6
11.5,69.8283,29.5773,67.2509,236.049,261.543,191.301,523.934,454.103,448.597,197.523,169.947,254.025,22949.4,14890.7,12816.6,987.203,598.345,350.641,397.652,4906.23,2704.99,3674.16,303.356,442.43,2807.2,2483.92,3461.46,698.525,815.324,746.859,25.3719,54.7391,30.8451,761.653,1055.49,15.008,51.7316,20.7487,40.6489,15.879,56,115.659,218.742,153.708,4658.43,4083.26,3832.69
11.6667,68.9004,28.3918,67.3814,233.866,257.048,190.585,520.044,454.163,454.44,200.74,172.922,254.539,23008.7,14987.2,12858.4,958.742,608.285,362.013,404.907,4945.63,2728.77,3711.39,304.926,439.052,2747.8,2428.1,3397.79,691.629,803.802,731.271,26.1972,53.7112,29.7886,762.718,1042.92,15.5087,52.4376,19.9175,41.7484,17.1085,56.3187,113.89,222.362,154.465,4687.61,4125.46,3878.44
11.8333,71.3514,29.1426,66.854,225.753,255.595,188.463,522.721,460.369,461.602,202.282,171.187,255.191,23051,15060.2,12993.8,942.312,611.044,358.206,414.408,4988.96,2753.66,3752.68,300.307,438.513,2694.08,2385.88,3339.51,677.237,778.878,714.006,24.893,57.5014,30.4064,754.927,1034.12,16.3384,50.249,21.7398,41.648,16.6025,55.1102,113.13,223.103,155.999,4785.46,4139.11,3901.16
12,69.9357,29.5187,66.5686,223.341,254.29,183.181,527.849,459.237,458.483,202.946,172.799,259.527,23186.7,15110.4,13058.7,917.773,622.485,367.064,423.106,5032.94,2787.75,3795.3,301.436,436.336,2634.93,2342.29,3283.04,661.387,769.916,705.011,24.7426,52.5011,30.3493,754.082,1029.88,15.5528,49.3749,20.7586,41.4895,16.4135,58.6365,112.74,214.119,155.492,4705.05,4148.29,3920.2
12.1667,71.0114,27.9866,68.9223,220.467,251.054,179.985,527.315,462.863,461.044,199.617,174.485,260.442,23248,15200.5,13116.7,891.975,628.103,368.103,429.369,5072.41,2809.6,3822.84,301.165,435.332,2575.53,2285.67,3216.24,645.796,758.881,689.182,25.6133,53.0274,28.8726,751.333,1026.75,16.1734,47.5778,20.651,41.5514,16.719,54.0357,112.619,217.01,155.523,4767.19,4188.57,3927.25
12.3333,69.1225,28.2392,67.8704,216.487,249.733,179.034,526.49,461.048,460.953,201.204,174.708,257.564,23303.9,15276.7,13252.6,864.178,640.005,378.11,431.699,5132.25,2834.77,3860.01,298.33,435.556,2522.49,2252.81,3147.43,637.55,737.347,676.547,24.6922,52.4335,29.9978,746.346,1017.35,15.4792,51.8127,19.7195,40.338,16.3774,54.985,113.612,217.333,153.018,4827.93,4179.27,3950.63
12.5,69.7654,29.2923,67.439,210.549,245.313,177.787,531.025,465.837,463.182,204.197,175.882,262.775,23425,15348.9,13296.3,840.993,650.733,379.472,437.168,5174.37,2875.1,3927.5,294.635,432.709,2453.42,2191.8,3075.75,626.952,726.359,667.199,25.1005,52.727,29.776,743.702,1015.81,15.8424,52.994,20.3946,40.3016,16.7471,56.4049,112.365,216.54,154.343,4801.5,4203.25,3969.66
12.6667,70.982,28.2537,70.0705,212.004,240.64,171.198,526.435,464.776,469.738,203.663,176.215,263.934,23471,15416.6,13330.6,815.918,658.198,391.96,442.373,5210.93,2893.36,3940.39,292.669,437.363,2397.7,2149.02,3010.6,617.004,715.891,649.602,25.2688,51.1805,30.5942,738.622,999.683,15.611,52.6695,20.1668,39.3929,17.2444,55.2949,112.296,219.619,155.035,4836.41,4203.2,3975.73
12.8333,68.8951,27.8118,69.4621,208.851,236.013,168.805,531.711,470.707,470.028,207.202,178.53,260.037,23470.8,15501.7,13483.9,786.263,668.888,399.242,450.908,5276.56,2906.97,3977.33,290.881,431.657,2345.41,2105.57,2959.24,604.168,693.34,638.076,25.4057,53.2186,30.0097,730.58,996.64,15.1683,51.3432,19.4052,42.0734,16.974,54.7517,110.214,213.53,153.722,4839.57,4241.43,3997.4
13,69.1955,28.1268,68.8602,199.709,234.722,168.294,533.653,462.278,469.593,203.163,177.424,263.948,23595.4,15530.2,13556.1,764.784,680.669,408.136,453.354,5320.99,2952.86,4023.94,289.085,431.542,2294.22,2049.42,2891.81,593.907,687.346,618.061,25.2482,53.9719,29.883,734.24,995.342,15.0762,53.1308,20.6291,40.0726,17.1387,55.7766,108.506,214.116,152.981,4845.92,4242.21,4009.32
13.1667,69.819,29.7634,69.8257,198.26,233.249,162.586,537.274,471.285,473.443,204.339,179.266,265.264,23651.7,15505.2,13569.1,743.118,679.767,416.094,466.16,5340.23,2973.63,4065.91,291.571,439.947,2221.63,2011.67,2831.95,571.575,670.043,602.008,24.4345,52.6566,29.6346,724.699,993.453,15.2915,51.7811,19.1701,40.474,15.9147,55.891,110.023,216.887,156.061,4867.08,4262.67,4026.88
13.3333,70.0066,28.4185,68.8865,194.777,231.24,162.871,541.961,467.204,470.684,206.043,178.714,266.721,23679.2,15493.7,13708.6,726.449,696.857,425.598,468.169,5427.06,3004.35,4121.81,286.467,435.183,2174.2,1974.54,2761.31,566.617,654.484,592.19,24.9809,51.1742,30.0681,721.417,984.996,15.0669,52.5419,20.6633,40.5625,17.1405,53.052,110.031,214.06,152.207,4956.48,4281.36,4043.61
13.5,67.3383,28.9325,67.0201,192.911,224.088,159.341,543.525,472.419,473.861,205.485,180.758,262.687,23789.3,15509.7,13793.9,702.165,706.512,431.913,472.236,5460.26,3030.82,4148.91,280.508,431.766,2102.46,1925.91,2711.97,559.234,649.15,585.493,24.2821,52.3593,29.3834,719.252,984.053,15.5656,50.4855,20.4714,39.5727,16.2172,53.7506,107.975,214.049,153.849,4903.98,4265.34,4042.48
13.6667,69.2473,29.3355,66.8271,189.191,221.081,160.463,543.543,479.8,479.375,206.239,181.104,264.302,23884.1,15563.1,13817.4,690.264,710.524,434.205,481.734,5528.11,3065.43,4184.08,277.421,436.084,2064.39,1881.95,2641.87,541.184,640.67,576.296,25.2304,50.7008,29.6683,720.798,970.713,15.2829,52.5352,19.0462,40.1889,17.1119,54.1351,110.938,213.915,152.363,4904.08,4293.88,4054.41
13.8333,68.2417,29.3249,67.7143,185.853,220.433,155.562,548.126,471.557,481.772,210.329,182.486,274.006,23885.4,15665.9,13986.3,667.639,717.995,440.544,490.297,5578.53,3099.55,4216.64,279.342,427.612,2010.47,1838.86,2593.37,538.799,623.253,553.184,25.1457,52.5928,30.1494,708.465,963.837,15.8861,51.9653,19.9493,40.3467,16.4307,55.3433,109.409,212.1,151.327,4937.31,4301.6,4071.83
14,69.0018,29.4948,66.3679,182.012,213.418,154.811,544.962,474.79,477.825,208.154,180.212,269.277,23959.8,15733.2,14076.1,648.88,730.785,443.142,498.339,5648.59,3122.07,4275.97,277.518,423.573,1968.16,1792.37,2521.93,523.65,611.533,548.689,24.9795,54.2541,29.0218,709.883,958.794,15.1172,52.8975,19.8125,40.8522,16.2536,55.0251,106.444,213.412,153.392,4952.16,4294.31,4073.71
14.1667,68.7226,30.4379,67.7527,182.553,215.809,150.823,548.532,474.503,487.887,209.577,181.078,268.698,24063.9,15810,14070.2,632.127,736.259,452.69,506.247,5709,3135.5,4311.7,282.586,425.895,1909.65,1751.82,2475.24,513.42,600.494,538.387,24.4574,52.1536,29.5652,704.422,957.522,15.8931,52.7821,20.1393,40.3518,17.683,54.2648,109.526,215.764,152.641,4897.5,4310.19,4076.52
14.3333,69.4296,27.99,67.6173,178.833,207.834,149.988,549.25,483.128,486.072,207.814,179.051,271.838,24091.1,15921.5,14211.7,608.42,744.384,451.132,512.539,5764.93,3175.76,4355.06,277.595,429.427,1853.7,1724.53,2420.89,499.971,588.79,529.652,24.5644,52.4131,30.117,705.731,953.287,15.3047,52.6194,20.3846,42.1122,16.5568,54.4019,109.872,212.744,150.19,4994.27,4307.75,4093.7
14.5,69.886,28.4813,68.891,172.556,210.983,147.601,552.095,481.884,488.352,207.944,186.812,269.613,24221,16009,14279.8,597.676,756.241,457.831,514.504,5826.53,3193.93,4411.41,275.233,431.272,1821.71,1675.24,2373.54,494.722,580.025,516.599,24.9975,54.1534,30.0068,701.725,951.019,16.3771,51.5238,21.0039,39.8789,16.4561,55.6027,107.812,214.673,150.303,5039.44,4326.33,4105.59
14.6667,69.614,28.3232,68.9059,170.547,206.917,145.289,559.503,489.386,490.773,212.291,184.711,270.729,24246.9,16115.9,14301,592.968,764.241,462.086,525.595,5874.08,3227.37,4441.52,272.395,431.386,1769.92,1641.45,2302.74,479.023,569.326,510.467,23.9197,51.457,28.7944,700.229,953.731,15.9453,50.6172,19.9208,40.8493,17.0202,54.1534,108.012,211.081,149.255,4978.71,4295.84,4084.4
14.8333,68.7444,28.1873,67.877,168.426,201.623,142.939,560.546,488.921,491.758,215.631,184.506,270.468,24268.8,16206.3,14447.9,571.3,766.449,468.295,530.187,5909.56,3245.48,4487.2,278.703,429.288,1727.8,1601.51,2262.81,471.883,559.79,501.643,24.6029,54.1736,28.1548,698.195,947.39,15.4332,51.2898,21.3017,39.9988,16.4248,56.6733,107.368,211.146,145.635,4967.69,4328.12,4100.68
15,64.6162,28.3182,67.2294,166.021,201.65,141.08,566.662,485.139,500.174,208.411,183.668,271.825,24415,16299.9,14522.4,564.269,781.595,468.112,534.679,5978.56,3270.83,4516.34,270.758,435.519,1684.86,1558.02,2214.12,459.352,549.177,488.348,23.3389,52.2273,29.4919,700.014,945.274,16.5755,51.7602,19.827,40.3847,16.2361,57.6976,108.138,214.122,148.744,4955.46,4317.24,4122.71
15.1667,68.2273,27.9319,67.6887,162.205,198.861,140.627,557.712,492.189,499.181,208.964,183.679,271.891,24461.2,16392,14563.8,546.291,782.734,476.226,537.406,6023.21,3301.17,4562.14,274.735,433.432,1642.72,1530.93,2165.26,456.992,537.01,477.448,24.2649,53.9637,28.4002,702.548,941.686,16.0286,50.4107,19.1862,41.7069,16.9176,54.4653,106.927,209.737,151.852,4974.95,4326.24,4104.7
15.3333,65.625,28.765,66.6628,161.623,194.822,138.302,564.271,496.362,501.073,210.965,183.566,269.71,24479.8,16514,14704.1,543.405,798.26,474.188,545.109,6099.71,3335.26,4596.87,271.009,431.333,1605.35,1495.18,2114.98,443.019,527.5,472.701,24.6785,50.7093,27.7622,695.662,931.493,14.9351,51.4857,19.1335,41.3548,16.638,55.4028,105.98,210.27,150.331,4977.62,4342.08,4103.24
15.5,67.8523,29.1079,68.2545,157.69,197.013,134.957,571.739,496.125,502.761,213.64,187.398,270.812,24575.3,16621.3,14760,528.327,800.273,483.467,550.116,6134.38,3358.16,4630.9,272.904,434.087,1562.87,1472.33,2083.64,438.556,519.977,463.045,25.331,51.0063,29.9684,693.475,944.332,15.0362,50.7087,19.6098,39.2507,16.8265,54.4659,105.824,212.619,149.589,5051.1,4312.94,4108.5
15.6667,66.0933,27.9322,65.6795,159.468,191.774,136.516,582.247,497.883,506.816,211.991,185.093,275.123,24693.9,16710.6,14798.5,526.199,804.649,480.754,558.902,6219.63,3386.19,4670.23,271.415,437.705,1539.57,1448.5,2027.25,428.283,504.572,455.771,23.8877,52.8583,28.0021,695.529,943.923,15.492,51.8366,20.4149,40.7899,16.8061,55.1735,105.031,213.136,149.138,4988.03,4335.55,4116.19
15.8333,69.1916,27.4212,69.1139,158.734,193.571,135.807,579.52,502.722,511.887,212.167,182.507,269.691,24718,16850.3,14984.4,514.496,816.649,483.967,564.046,6263.52,3422.03,4736.06,272.817,440.305,1502.92,1411.39,1985.07,421.486,504.65,447.393,24.7319,52.981,30.2166,703.638,941.522,15.2529,50.8479,19.2917,40.6816,17.4639,53.2347,105.87,212.271,147.586,4975.51,4324.34,4115
16,67.6684,26.9371,66.3516,159.424,195.112,132.246,583.163,499.877,510.158,213.773,183.731,274.805,24880.5,16946.8,15023.3,508.966,823.366,482.133,568.532,6310.88,3442.47,4744.49,272.421,444.37,1467.76,1386.24,1952.94,417.811,498.041,441.205,23.3932,52.4171,28.4573,699.983,942.444,14.9456,50.9926,20.1448,42.9075,15.819,54.7185,105.468,207.723,145.542,5166.26,4315.93,4109.67
16.1667,66.464,27.4961,69.2332,154.639,188.733,132.441,590.028,511.327,514.831,211.332,188.361,271.35,24871.5,17065.3,15086.4,504.112,827.575,491.189,574.033,6368.7,3475.15,4796.95,272.437,437.799,1432.86,1359.07,1906.39,410.726,492.075,429.924,22.61,53.6883,28.6913,698.697,942.812,16.1867,51.9422,20.6315,42.1628,16.1803,54.9452,106.762,212.773,147.35,4976.73,4322.56,4093.27
16.3333,66.5351,27.4375,65.9483,153.915,185.76,129.791,595.713,510.684,521.977,213.551,181.156,271.664,24919.1,17160.7,15231.5,497.472,823.693,500.022,577.33,6432.15,3481.6,4829.75,274.624,439.588,1407.19,1326.95,1880.02,403.187,486.088,422.133,23.8699,51.6951,29.7171,701.931,947.56,15.0736,51.1984,20.0274,41.7351,16.8619,54.5161,106.489,208.223,146.523,4978.41,4306.65,4092.84
16.5,65.5303,28.3072,67.492,155.445,189.162,131.794,598.402,515.923,524.108,212.674,186.838,266.195,25076.5,17265.1,15259.1,490.934,833.777,496.724,582.567,6492.1,3531.02,4874.06,275.614,442.969,1372.93,1306.81,1847.56,395.647,474.985,417.586,24.3017,51.3201,28.9243,707.888,946.194,16.2319,52.7205,19.8627,40.9328,16.4262,58.0289,107.991,208.496,145.417,4975.91,4307.13,4086.94
16.6667,66.0203,27.1384,65.552,153.179,185.073,130.32,591.915,522.475,524.205,212.883,184.933,274.018,25168.7,17348.2,15356.1,491.114,844.361,494.534,590.618,6537.77,3539.83,4899.92,275.243,445.258,1345.47,1286.81,1804.87,388.233,471.628,411.513,23.3593,50.4343,28.367,704.771,943.832,16.2285,50.7135,20.5365,42.3808,16.9431,56.783,106.046,212.309,147.49,4976.71,4286.43,4085.52
16.8333,66.1805,26.517,66.445,151.363,184.613,128.256,609.025,518.771,527.033,209.908,183.859,272.875,25191.2,17495.9,15441.5,491.473,850.126,499.435,589.365,6580.03,3573.41,4952.27,274.289,452.155,1320.99,1261.63,1786.4,386.664,464.849,408.502,24.787,50.9314,28.6707,705.132,944.059,15.1502,48.489,20.4029,40.4669,16.7493,56.1851,105.068,208.013,146.007,5128.97,4301.51,4099.54
17,65.7194,25.9392,66.5477,150.141,185.653,126.812,604.793,521.976,524.754,211.427,184.259,272.561,25361.9,17578.5,15507.8,486.828,854.413,504.027,591.968,6663.99,3603.48,4972.13,278.105,451.227,1295.32,1234.18,1739.92,380.982,460.596,401.261,22.669,50.2583,28.6498,710.661,946.765,16.0012,51.6933,18.7718,39.6459,17.3943,55.0123,103.972,209.695,144.967,4974.37,4269.83,4077.07
17.1667,67.5352,25.7304,65.5676,149.324,186.609,128.659,608.535,527.665,534.663,211.612,181.874,269.814,25373.1,17652,15586.5,484.626,852.555,510.865,601.615,6665.68,3628.43,5022.77,278.542,454.243,1277.42,1223.56,1707.67,371.807,454.039,391.778,24.9982,50.8279,27.1932,709.771,955.914,14.9927,52.0098,19.3482,41.5546,16.3355,56.2093,104.055,209.788,145.024,4956.24,4275.83,4078.88
17.3333,64.3967,26.8961,66.6196,148.676,185.34,128.519,615.944,531.688,537.62,207.167,180.656,271.277,25409.8,17781.2,15732.1,477.946,856.612,512.074,602.337,6745.99,3646.97,5057.64,278.498,453.608,1250.08,1196.94,1693.62,366.108,444.632,386.848,23.6029,52.1078,27.9282,704.153,951.407,15.1642,50.6762,19.0264,41.1682,16.3462,56.4617,103.403,208.705,146.242,5009.84,4272.81,4066
17.5,64.6937,27.0095,66.7503,148.268,186.019,128.646,617.644,534.555,538.042,208.894,182.994,268.124,25531.5,17863.6,15774.4,486.11,869.445,515.369,600.453,6799.29,3678.47,5097.39,275.597,456.77,1235.29,1184.79,1654.64,357.908,437.228,378.903,23.1845,51.3709,27.5088,713.942,960.342,15.2749,50.76,19.5742,39.8235,17.3685,55.498,106.183,208.611,145.408,5097.21,4263.1,4056.46
17.6667,64.1551,27.3818,65.9559,147.257,185.416,128.739,620.131,540.662,538.229,210.203,180.871,269.258,25529.9,17970.6,15807.9,480.69,867.705,521.356,602.122,6849.98,3690.26,5128.82,289.185,463.71,1222.3,1163.33,1633.31,355.508,431.894,373.742,23.0425,50.2205,27.8338,716.897,953.597,14.8242,51.0439,19.1377,40.3199,17.384,55.6315,105.325,207.964,140.864,5136.77,4271.68,4079.71
17.8333,63.5762,26.9433,65.8712,151.204,187.906,129.832,624.632,545.518,548.052,210.589,182.8,271.649,25567.4,18078.5,15980.6,489.575,883.484,528.379,609.207,6910.27,3720.16,5189.27,287.415,456.431,1196.99,1154.08,1616.92,352.675,426.805,369.13,22.9789,50.9359,28.2218,718.528,965.638,14.897,51.9987,19.429,40.6054,17.3225,56.9856,103.504,207.159,141.978,5009.72,4260.79,4049.3
18,66.609,25.9377,67.7361,148.556,186.871,126.952,631.977,547.872,549.747,210.253,180.266,267.752,25768.2,18189.2,16038.8,489.224,884.192,522.486,603.988,6942.12,3737.15,5223.38,287.992,462.184,1190.43,1141.2,1597.37,349.798,426.039,368.39,23.4201,51.5112,27.63,724.875,971.754,15.0165,50.4136,19.8349,41.4996,16.8181,55.1255,104.399,206.699,146.352,4985.83,4244.64,4062.22
18.1667,64.1294,27.1485,66.8491,148.348,185.322,127.408,635.781,548.159,552.248,209.358,177.976,262.845,25762.7,18289.2,16091.4,492.402,885.535,528.535,616.099,6995.95,3761.08,5269.45,285.652,469.067,1171.26,1125.41,1577.19,343.163,417.921,363.394,23.0405,50.5126,27.0524,725.834,969.336,14.8283,50.5624,20.0862,41.8202,17.6792,56.297,103.286,206.379,141.895,4942.31,4248.96,4049.83
18.3333,62.9466,26.2661,65.4413,152.203,188.042,127.304,639.779,553.424,553.821,209.213,179.566,264.999,25796.8,18382.8,16228.3,498.867,892.569,532.959,620.478,7061.09,3791.18,5274.75,294.259,469.398,1160.06,1108.52,1565.36,340.896,415.814,356.184,23.0708,51.6622,27.5623,732.491,967.654,14.4867,49.65,18.7173,41.6528,17.5903,55.9862,102.869,203.478,145.303,5043.53,4255.48,4056.27
18.5,65.456,26.4709,66.1314,150.718,187.984,129.296,641.174,557.345,559.963,209.042,179.312,261.162,25967,18489.4,16289.9,502.627,897.856,536.904,621.312,7118.39,3819.62,5311.25,291.851,474.332,1144.02,1098.51,1536.62,337.997,412.189,356.6,22.6699,50.42,27.3193,733.905,984.922,15.9235,51.2132,20.5917,41.6474,17.1841,56.0123,103.487,208.631,144.036,4924.27,4234.69,4034.02
18.6667,63.1115,26.7825,66.281,154.194,185.559,132.314,643.173,562.61,564.29,203.48,179.823,260.938,25985.8,18611.5,16369.7,504.868,978.57,539.834,622.099,7147.95,3827.89,5357.69,295.1,476.428,1135.98,1092.03,1521.62,332.57,403.266,347.022,22.4687,52.8255,25.7834,744.429,985.08,15.3558,52.4138,19.2288,41.4612,17.5386,55.1213,103.394,207.795,144.413,4920.04,4251.7,4044.07
18.8333,62.4784,26.6348,65.3536,150.85,187.752,134.782,651.115,572.007,561.214,206.235,179.33,270.404,26026.3,18694.9,16488.1,516.25,900.616,547.119,623.352,7200.71,3847.85,5387.98,293.716,479.222,1126.98,1085.13,1510.02,326.034,404.1,347.702,21.6015,49.0505,26.8768,737.58,993.95,15.4599,49.8838,20.1001,41.293,17.6548,55.6971,105.943,210.871,144.591,4955.36,4233.68,4038
19,64.6563,25.767,65.2418,152.389,190.527,134.143,661.303,569.973,562.608,208.395,178.214,262.761,26151.8,18809.4,16512.7,516.358,899.845,538.925,623.845,7234.02,3895.87,5438.22,297.251,487.656,1113.41,1070.11,1491.35,324.362,399.09,344.818,21.8623,51.4942,27.3111,746.688,995.948,14.6879,51.348,18.9799,43.5021,17.5011,56.1618,105.414,207.849,146.35,4947.24,4224.57,4040.26
19.1667,63.3439,25.7933,66.1461,152.759,191.558,133.639,660.795,576.122,570.095,208.931,176.786,265.576,26140.2,18858.3,16624.6,524.491,913.701,543.986,632.977,7298.43,3914.3,5474.45,304.699,485.313,1122.2,1062.63,1490.47,325.234,400.566,338.629,22.1521,50.9722,26.0722,750.839,991.278,15.3644,49.9935,19.6652,41.1515,17.3507,54.756,104.408,207.654,144.953,4906.36,4232.29,4028.84
19.3333,64.1024,25.5092,65.006,155.534,190.568,133.029,673.458,584.19,577.848,206.77,177.579,260.773,26192.9,18955.8,16729.3,541.065,917.911,547.351,634.64,7337.93,3927.35,5512.05,303.106,493.258,1097.13,1067.16,1478.75,321.116,392.178,337.793,21.8977,51.8175,26.1945,757.926,991.48,16.3232,48.4146,19.8028,39.8737,17.3666,54.5974,105.181,210.387,141.297,4983.27,4220.49,4034.06
